ID,movie_title,class,year,runtime,rating,meta
tt1023344,Outrage: Born in Terror,R,2009.0,89,3.6,
tt8011322,Simba,,2019.0,131,5.5,
tt5029642,Dans la forêt,Not Rated,2016.0,103,5.7,
tt0492330,Poltergay,Not Rated,2006.0,93,5.4,
tt0352014,Yuk lui liu chai,,1998.0,93,5.2,
tt0229499,Don't Look Up,Unrated,1996.0,74,6.3,
tt0109905,Gladiator Cop,R,1995.0,92,2.7,
tt3924144,OzLand,,2014.0,105,4.9,
tt0814131,Hank and Mike,R,2008.0,86,6.0,
tt2151849,The Eschatrilogy: Book of the Dead,Not Rated,2012.0,103,4.8,
tt1663956,Wound,Not Rated,2010.0,76,3.3,
tt1090246,Ojisan tengoku,Not Rated,2006.0,64,4.8,
tt1736647,Sakthi,Not Rated,2011.0,161,3.5,
tt4840686,Mitsu no aware,,2016.0,105,5.7,
tt0310712,Bancharamer Bagan,,1980.0,133,7.8,
tt2923936,Death Factory,Not Rated,2014.0,80,3.3,
tt4088550,The Merry Maids of Madness,,2016.0,99,6.3,
tt1031540,Ajian Ratu Laut Kidul,,1991.0,,6.0,
tt6801580,A Wish for Giants,,2018.0,78,7.5,
tt0106541,Moonfaced Beauty,,1993.0,152,3.7,
tt9720690,Lazare,,2020.0,108,,
tt0487011,Anandabhadram,,2005.0,130,7.2,
tt0385791,Jam Films,,2002.0,122,6.8,
tt1909827,Red Sheep,Not Rated,2012.0,112,6.7,
tt0268295,The Fall of the Louse of Usher: A Gothic Tale for the 21st Century,,2002.0,83,4.6,
tt3918222,My Brother's Shoes,Not Rated,2015.0,87,4.8,
tt0100991,Yôkai hantâ: Hiruko,,1991.0,89,5.9,
tt1523399,Mind of Its Own,,2018.0,96,7.0,
tt0118976,Didier,Not Rated,1997.0,105,6.2,
tt0092575,Appointment with Fear,R,1985.0,96,2.9,
tt0497876,46-okunen no koi,Unrated,2006.0,85,6.7,
tt7013254,Sweet 20,,2017.0,110,7.3,
tt0157736,Hari Darshan,Not Rated,1982.0,160,7.7,
tt1401126,Jai Jagannath,Not Rated,2007.0,127,7.7,
tt0110719,Window to Paris,PG-13,1993.0,115,7.4,
tt2044863,Starship,,2011.0,172,8.1,
tt2100397,Aswang,TV-PG,2011.0,110,5.3,
tt0322991,Krai Thong,,2001.0,92,4.6,
tt5836246,Saranghagi Ttaemoone,,2017.0,110,6.5,
tt0395519,Doodh Ka Karz,,1990.0,168,4.7,
tt0100275,The Wandering Soap Opera,,2017.0,80,6.6,
tt1663999,Neverlost,Not Rated,2010.0,104,5.1,
tt3030962,Debosyon,,2013.0,82,6.9,
tt0933033,O Homem Que Desafiou o Diabo,,2007.0,106,6.6,
tt5608400,The Jester from Transylvania,,2020.0,,,
tt3135152,Terror Toons 3,Unrated,2015.0,71,4.7,
tt4265962,There's Something in the Pilliga,TV-MA,2014.0,82,3.5,
tt7425298,Brama,,2017.0,107,6.9,
tt2565974,Razors: The Return of Jack the Ripper,,2016.0,88,2.4,
tt2639664,Ala Gothety,,2012.0,108,6.2,
tt6086876,The Goblin,PG-13,2017.0,67,4.7,
tt0373028,In Your Dreams,,2008.0,100,5.4,
tt4075022,Hostile,Not Rated,2014.0,89,6.0,
tt10761128,Exoria,,2019.0,110,6.8,
tt4584814,Alice: Boy from Wonderland,,2015.0,122,6.0,
tt0456549,Mr Ya Miss,,2005.0,136,3.6,
tt5238370,Higanjima: Derakkusu,,2016.0,117,5.1,
tt0293984,Yonimo kimyô na monogatari - Eiga no tokubetsu hen,,2000.0,126,6.9,
tt11116656,Kiokuya: Anata o wasurenai,,2020.0,105,4.7,
tt0471871,Petualangan Cinta Nyi Blorong,,1986.0,84,6.1,
tt0104322,Gau yat san diu haap lui,Not Rated,1991.0,92,6.0,
tt1190910,The Beacon,R,2009.0,94,4.7,
tt1133594,Shôrin shôjo,,2008.0,107,4.4,
tt0384853,Blusang itim,,1986.0,,7.0,
tt1209371,Invisible Eyes,,2009.0,107,5.9,
tt12021598,Coronavirus. Apocalypse,,2020.0,66,8.0,
tt0441022,The Dead One,PG-13,2007.0,90,3.6,
tt0214931,Mast,,1999.0,153,5.4,
tt4024546,Bis,,2015.0,98,5.5,
tt10505054,The Eighth Day of the Week,,2017.0,,7.6,
tt0097008,Cameron's Closet,R,1988.0,88,4.9,
tt0119276,Hell's Belles,NC-17,1995.0,91,4.3,
tt0125217,The Discarnates,,1988.0,115,7.0,
tt0098690,Yi mei dao ren,,1989.0,86,6.3,
tt0299905,The Frightening,R,2002.0,85,3.2,
tt7938400,Love in 7 Days,,2018.0,138,4.9,
tt0114955,Wish Me Luck,,1995.0,91,5.4,
tt3221900,Obhishopto Nighty,Not Rated,2014.0,111,5.5,
tt1366687,Lyubov v bolshom gorode,Not Rated,2009.0,84,5.8,
tt1046952,Love Is Cinta,,2007.0,127,5.6,
tt0082414,Freak Orlando,,1981.0,126,5.7,
tt11652546,Maya (III),,2020.0,84,6.1,
tt0106343,Bak fat moh lui zyun II,,1993.0,80,6.0,
tt0092693,El bosque animado,,1987.0,107,7.4,
tt6478512,Hastrman,,2018.0,98,6.5,
tt0246766,Maa,,1992.0,145,6.2,
tt2066129,The Third Person,,2011.0,81,6.3,
tt0114226,Raging Angels,R,1995.0,96,3.5,
tt0097609,Magician,,1989.0,173,4.1,
tt2716802,Afterimages,,2014.0,92,5.1,
tt7493854,Everything Is Terrible! Presents: The Great Satan,TV-14,2018.0,72,7.3,
tt0451644,Batang-X,,1995.0,,6.4,
tt0177394,The Wolves of Kromer,Not Rated,1998.0,82,5.9,38.0
tt8307814,Pól wieku poezji pózniej,,2019.0,60,6.5,
tt0461642,7 Dwarves: The Forest Is Not Enough,Not Rated,2006.0,95,4.1,
tt10839434,"Socorro, Virei uma Garota!",,2019.0,110,5.9,
tt0422151,Dyesebel,,1990.0,101,6.1,
tt7446444,Ran Kevita,,2007.0,120,7.0,
tt0114424,Sap hing dai,,1995.0,100,6.0,
tt0103150,Ucieczka z kina 'Wolnosc',PG,1990.0,92,7.2,
tt0482495,Doll Graveyard,Not Rated,2005.0,71,4.1,
tt8975500,Shedding,,2019.0,75,5.6,
tt4463248,Le fantôme de Canterville,,2016.0,90,4.4,
tt2323804,Gilgamesh,Not Rated,2014.0,103,3.6,
tt1785289,Anamorphosis,,2011.0,80,5.7,
tt0256378,Sex Files: Sexually Bewitched,,2000.0,80,3.1,
tt0970453,Spike,R,2008.0,80,3.2,
tt6236554,Imperial Blue,,2019.0,90,8.2,
tt7514020,Cô Ba Sài Gòn,,2017.0,100,6.7,
tt0097069,Cleo/Leo,R,1989.0,93,5.3,
tt9369268,BabeWatch: Wild Pool Parties,,1999.0,,,
tt0128584,Sparkle's Tavern,,1985.0,120,7.7,
tt6922040,Meerkat Maantuig,,2017.0,96,7.8,
tt0095598,La maschera,,1988.0,90,6.0,
tt0353794,New Guy,Not Rated,2003.0,85,5.5,50.0
tt5465216,Mukunda Murari,Not Rated,2016.0,137,7.3,
tt13222420,Used and Borrowed Time,,2020.0,216,,
tt3026102,Phantasmagoria,,2014.0,80,3.5,
tt12443980,All Through the Night,,2019.0,97,3.8,
tt0374358,È già ieri,,2004.0,90,6.5,
tt5377624,Kingdom of Gladiators: The Tournament,,2017.0,87,3.4,
tt7016298,Animal Kingdom,,2017.0,121,6.2,
tt0366985,Seed,,2004.0,143,2.6,
tt2306647,The Fountain of Life,,2012.0,60,3.7,
tt3974790,Deng yi ge ren ka fei,,2014.0,119,6.5,
tt0082743,Mia moglie è una strega,,1980.0,93,6.1,
tt0233764,Future Murder,R,2000.0,92,5.3,
tt2460348,Al final todos mueren,,2013.0,112,5.1,
tt0239102,Kytice,,2000.0,81,7.2,
tt5153588,The Shasta Triangle,,2019.0,74,3.5,
tt3989726,Scarlet's Witch,Not Rated,2014.0,84,4.5,
tt1223416,Temptation,,2009.0,98,2.6,
tt0114812,Urnebesna tragedija,,1995.0,95,7.2,
tt0212615,The Wishing Tree,TV-PG,1999.0,105,6.1,
tt4791844,Blood on Méliès' Moon,,2016.0,125,6.0,
tt0345979,Susuk Nyi Roro Kidul,,1993.0,78,5.0,
tt8839502,She's From Another Planet,,2016.0,82,7.1,
tt1262406,Fading of the Cries,R,2008.0,94,3.1,11.0
tt1117636,Strigoi,Not Rated,2009.0,105,5.5,
tt0107284,The Judas Project,PG-13,1990.0,97,3.5,
tt7923374,Badang,,2018.0,105,1.0,
tt13291194,Gekijôtanpen Kamen Raidâ Seibâ: Fushichou no Kenshi to Hametsu no Hon,,2020.0,,,
tt0125440,Noyuki yamayuki umibe yuki,,1986.0,135,7.4,
tt9103710,Matar al dragon,,2019.0,89,4.9,
tt4724210,Das Kalte Herz,,2016.0,83,7.0,
tt3519178,Angels in Notting Hill,,2015.0,99,7.1,
tt10535244,Zumanity,,2003.0,90,,
tt0094934,Da,PG,1988.0,102,6.5,
tt6712330,My Fairy Tail Love Story,,2018.0,115,7.6,
tt7230148,All You Can Eat Buddha,,2017.0,85,5.8,
tt7668228,Olu,,2019.0,109,5.4,
tt10820704,Kamen Raidâ Reiwa: Za Fâsuto Jenerêshon,,2019.0,98,7.0,
tt0458227,Hatsujô kateikyôshi: Sensei no aijiru,,2003.0,90,5.8,46.0
tt0086889,Love on the Ground,,1984.0,125,7.0,
tt6165342,The Soul Conductor,,2018.0,89,4.2,
tt0093700,Pandemonium,,1987.0,88,5.1,
tt0265932,Un jeu d'enfants,,2001.0,85,5.2,
tt2886714,Maybe Someday,,2017.0,108,7.8,
tt1055363,The Dead Matter,TV-MA,2010.0,90,3.4,
tt0383679,Los tres animales,TV-14,1998.0,85,7.9,
tt0110983,Revenge of the Red Baron,PG-13,1994.0,100,3.2,
tt3477070,The Rangers,,2016.0,68,5.9,
tt3887762,Dagitab,,2014.0,120,7.1,
tt1181920,20th Century Boys 2: The Last Hope,,2009.0,139,6.5,
tt8027144,Boomerang,,2018.0,90,6.3,
tt10943214,Krasotka!,,2020.0,,3.8,
tt12421418,Paramapatham,,2020.0,110,,
tt2798680,Knight of the Dead,,2013.0,82,2.7,
tt0082674,Long fa wei,Not Rated,1985.0,98,7.0,
tt0101922,Zabí král,,1991.0,90,5.9,
tt1789902,Shake Rattle and Roll 12,,2010.0,125,5.9,
tt12917590,The Song of the Sea,,2020.0,75,,
tt1067086,Sweet Rain: Accuracy of Death,,2008.0,113,7.0,
tt7286090,Pure the Movie,,2017.0,,,
tt3547464,Mana,,2014.0,105,6.2,
tt0289696,Dos nacos en el planeta de las mujeres,,1991.0,94,4.7,
tt1667102,Up There,,2011.0,80,6.0,
tt1727782,De president,,2011.0,90,4.5,
tt0098959,...Almost,PG,1990.0,84,5.3,
tt0089775,Parking,,1985.0,95,4.9,
tt5878326,"Jesus, Bro!",Not Rated,2017.0,85,6.7,
tt0478265,Small Town Folk,Not Rated,2007.0,90,3.2,
tt6936384,Dedunu Akase,,2017.0,,7.0,
tt0123376,Alegría,PG,1999.0,94,6.5,
tt4344878,Miss Granny,PG-13,2015.0,131,6.6,
tt3104324,Huldra: Lady of the Forest,,2016.0,110,7.1,
tt0254325,Comédie de l'innocence,,2000.0,100,6.5,
tt0082984,Reborn,R,1981.0,105,4.8,
tt0239341,Devi Putrudu,Not Rated,2001.0,161,5.8,
tt4029234,Day of the Stranger,,2019.0,,4.2,
tt0944119,Salamamgkero,,1986.0,85,5.8,
tt5161204,Diary of a Fatman,,2016.0,95,5.8,
tt3007308,Evil Women Movies,,2013.0,,7.0,
tt0202267,Book of Swords,,1996.0,,4.4,
tt0294251,2002,,2001.0,94,6.1,
tt4368086,The Devil Lives Here,Not Rated,2015.0,80,5.1,
tt8071688,Jamba Lakidi Pamba,,2018.0,141,6.5,
tt10415384,Baked Alaska,,2019.0,90,,
tt0414036,Game Box 1.0,PG-13,2004.0,83,4.2,
tt12002786,Monster SeaFood Wars,,2020.0,84,6.0,
tt2739884,Love in Vegas,Not Rated,2014.0,78,5.1,
tt1876360,Night Across the Street,Not Rated,2012.0,110,6.0,76.0
tt11347226,Virtually Together,,2020.0,39,,
tt0222717,Sex Files: Ancient Desires,,2000.0,86,4.5,
tt0086331,Sogni mostruosamente proibiti,,1982.0,89,5.6,
tt0892077,Gun of the Black Sun,,2011.0,90,6.1,
tt0441674,Operetta tanuki goten,,2005.0,111,6.5,
tt4253170,Gui zhen,,2013.0,91,2.4,
tt4667322,Dark Seduction,TV-MA,2015.0,81,5.2,
tt3719158,Madar-e ghalb atomi,,2015.0,97,4.7,
tt0096791,God's Will,PG-13,1989.0,93,7.8,
tt0319901,Ngo joh ngan gin do gwai,,2002.0,98,6.7,
tt7645880,Switching Places,,2018.0,,,
tt0088348,Die vertauschte Königin,,1984.0,74,5.8,
tt5032478,Saturn's Window,,2020.0,82,5.2,
tt3710938,Alone in the Dead of Night,,2017.0,95,4.3,
tt6990640,Maradonia and the Shadow Empire,,2016.0,,2.2,
tt1510929,Prototype,,2009.0,80,4.2,
tt0089949,Lonelyheart,,1985.0,112,7.2,
tt3487082,Twa-Tiu-Tiann,,2014.0,133,5.3,
tt0102867,Secret Friends,,1991.0,97,5.6,
tt3726014,Koothara,,2014.0,144,5.0,
tt5781458,Diggerz: Black Lung Rises,,2017.0,117,4.1,
tt6305236,Sarah joue un loup garou,,2017.0,86,6.4,
tt1388903,Mirch,,2010.0,105,6.5,
tt0349349,Die You Zombie Bastards!,Not Rated,2005.0,97,4.4,
tt6910730,Suburban Coffin,Not Rated,2018.0,63,6.7,
tt0346911,Dugo ng birhen: El kapitan,,1999.0,,5.6,
tt0127454,Bay E,,1995.0,101,2.9,
tt9724114,Kamen Raidâ Birudo New World: Kamen Raidâ Kurôzu,,2019.0,60,7.4,
tt0084256,Yang guo yu xiao long nu,TV-14,1983.0,92,6.0,
tt0899224,Ten Nights of Dreams,Not Rated,2006.0,100,6.4,
tt11951090,Atrás da Sombra (Behind the Shadows),,2020.0,85,6.3,
tt0083783,On Top of the Whale,,1982.0,90,6.9,
tt0422429,Homoti,,1987.0,81,3.1,
tt5885886,Interchange,,2016.0,102,5.3,
tt0243210,On the Nose,,2001.0,104,5.8,
tt1754228,Motivational Growth,Not Rated,2013.0,104,5.6,
tt11770890,Skin,,2020.0,,6.6,
tt7843986,Cinayet-i Ask,,2017.0,77,3.4,
tt8059654,Canavar Gibi,,2018.0,103,3.2,
tt0367753,Freedom Deep,,1998.0,89,4.4,
tt5924480,Godina majmuna,,2018.0,112,7.2,
tt3603104,Blood Sombrero,,2016.0,86,3.8,
tt2196236,The Wicked Woods,,2014.0,73,2.8,
tt0286786,Rezubian hâremu,,1987.0,63,6.2,
tt0097297,Et la lumière fut,,1989.0,105,7.3,
tt3061534,Mara and the Firebringer,,2015.0,90,5.8,
tt5773298,El Muerto Cuenta su Historia,,2016.0,90,4.3,
tt9461680,"Nona. Si me mojan, yo los quemo",,2019.0,86,5.3,
tt0496408,That Beautiful Somewhere,R,2006.0,93,5.4,
tt7462164,Ghya Chang Fou,,2017.0,116,8.1,
tt5766692,Masters of Romance,,2020.0,107,,
tt6839750,The Horror at Gallery Kay,,2018.0,79,5.6,
tt3303020,A Better Place,Not Rated,2016.0,90,4.3,
tt7473034,Sex Madness Revealed,,2018.0,67,5.8,
tt1576483,Vir,,2012.0,110,6.7,
tt5069058,Candyflip,,2017.0,105,6.1,
tt0226362,Ragdoll,R,1999.0,90,3.7,
tt12037256,Attack of the Giant Teacher,,2020.0,70,5.0,
tt0175553,Daredreamer,PG-13,1990.0,108,5.9,
tt7730928,Take Me to the Moon,,2017.0,105,7.2,
tt3878858,Just Believe,PG-13,2016.0,106,6.4,
tt8734578,Gei 19 sui de wo zi ji,,2018.0,99,7.1,
tt5926914,The Lost Idea,,2018.0,90,8.5,
tt1383711,Tales of the Valley of the Wind,Not Rated,2009.0,65,4.7,
tt0499608,Tranced,,2010.0,,5.7,
tt12934748,Waiting for death,,2020.0,50,8.7,
tt0108112,Shen Jing Dao yu Fei Tian Mao,Not Rated,1993.0,86,6.1,
tt10237592,"Spring, Again",,2019.0,104,5.2,
tt6301920,Final Fantasy XV: Omen Trailer,,2016.0,,8.4,
tt12787652,A Good Year in Metaphorland,,2020.0,85,,
tt1233600,The Tree,,2017.0,99,5.6,
tt1339307,Hellbinders,R,2009.0,90,3.8,
tt1431056,Drupadi,,2008.0,45,5.8,
tt0258057,La pulquería 2,,1982.0,105,6.3,
tt11733526,Langsuir,,2018.0,98,5.8,
tt5078202,Belle Dormant,,2016.0,82,6.0,
tt0114485,All of them Witches,PG,1996.0,100,6.3,
tt3779584,Lost Creek,,2017.0,100,,
tt1705064,Genji monogatari: Sennen no nazo,,2011.0,136,6.2,
tt0115909,Clara Hakedosha,,1996.0,85,7.0,
tt0110071,Fa kei Siu Lam,Not Rated,1994.0,111,6.2,
tt8357336,The Hill and the Hole,,2019.0,90,4.0,
tt9893266,These Streets We Haunt,,2020.0,115,,
tt0296621,Everybody Says I'm Fine!,Unrated,2001.0,103,6.1,50.0
tt9556198,Shinkaijû Raiga,Not Rated,2009.0,80,5.6,
tt0117775,Sudden Manhattan,Not Rated,1996.0,80,6.2,
tt0879812,Gegege no Kitarô,,2007.0,103,5.4,
tt1070829,Nochnoy bazar,,2005.0,116,4.4,
tt0377633,Cheonnyeon ho,Not Rated,2003.0,92,5.8,
tt0432536,Hatya: The Murder,Unrated,2004.0,131,4.2,
tt0470521,The Love Season,Not Rated,2006.0,123,2.2,
tt1801808,Der Sandmann,Not Rated,2011.0,88,6.8,
tt0299014,Lucky,R,2004.0,83,5.4,
tt5933698,Aedan: Garden of Desire,,2018.0,130,6.4,
tt0091781,Population: 1,,1986.0,72,7.2,
tt0093052,Froschkönig,,1988.0,65,5.4,
tt0348461,You're Driving Me Crazy,TV-14,1990.0,83,4.8,
tt0118621,Animals with the Tollkeeper,,1998.0,103,7.0,
tt0352394,Hellborn,R,2003.0,90,3.4,
tt7601594,Iblis,,2018.0,120,6.5,
tt7787744,Witch,,2018.0,60,7.7,
tt1286766,Fatso!,,2012.0,98,5.7,
tt0246339,Yamudiki Mogudu,Not Rated,1988.0,145,7.3,
tt0490080,Guantanamero,R,2007.0,89,4.8,
tt6554976,Montrak,,2017.0,121,5.2,
tt0084149,Invitation au voyage,R,1982.0,93,6.3,
tt1554970,Garo: Red Requiem,,2010.0,97,5.7,
tt2342266,Orion,TV-MA,2015.0,110,5.5,
tt0355617,Junior Mandrake,,1997.0,130,7.1,
tt6227192,Sexy Durga,,2017.0,85,6.0,
tt10857048,Sayonara made no 30-bun,,2020.0,114,6.6,
tt12325070,Utraan,,2020.0,143,3.7,
tt13450482,Rumpelstiltskin A Grandpa's Tale,,2020.0,,,
tt4181416,Poissa,,2019.0,91,5.9,
tt2342061,Devudu Chesina Manushulu,,2012.0,124,3.6,
tt8636098,Pusaka Penyebar Maut,,1990.0,75,,
tt0102532,Night Visions,,1995.0,,4.8,
tt0976209,Lyubov-Morkov,,2007.0,100,5.1,
tt0213314,Xing yuan,,1999.0,96,7.1,
tt4409912,The Marriage of Reason & Squalor,,2015.0,86,5.4,
tt8302982,Particles,,2019.0,98,5.4,
tt11761404,Jostissi de Carreró,,2020.0,90,7.5,
tt0226749,Hermelinda linda,,1984.0,92,5.9,
tt0243649,Hitler Meets Christ,,2007.0,76,4.3,
tt10409102,Man Under Table,,2019.0,79,,
tt0095643,Cyber Ninja,,1988.0,71,6.4,
tt0193763,Besat,,1999.0,99,6.1,
tt6060316,Secrets of an Agent,,2016.0,,,
tt1818377,Himitsu no Akko-chan,,2012.0,120,5.9,
tt1313130,Kurôn wa kokyô wo mezasu,Not Rated,2008.0,110,6.5,
tt0435789,Anak ni Janice,,1991.0,,,
tt0237478,Mushkil,,1995.0,,5.6,
tt0091885,Salomè,R,1986.0,105,5.8,
tt0092274,Yumemiru yôni nemuritai,,1986.0,81,6.8,
tt4230876,8 novykh svidaniy,,2014.0,86,5.5,
tt3174842,The Menkoff Method,,2016.0,87,6.0,
tt8592498,Murder Bury Win,,2020.0,90,,
tt4287852,Haha to kuraseba,,2015.0,130,6.5,
tt1977844,Laal Paree,,1991.0,,7.2,
tt8149090,Banana Island Ghost,,2017.0,92,7.0,
tt11771882,Orphea,,2020.0,99,5.4,
tt10556354,Vortex,,2019.0,84,6.3,
tt5138244,Mavi Gece,,2015.0,,4.2,
tt0111407,"That Eye, the Sky",Unrated,1994.0,105,6.3,
tt0245157,Zus & zo,Unrated,2001.0,106,6.2,50.0
tt0101930,Chizuko's Younger Sister,,1991.0,120,6.9,
tt0108601,Wu xia qi gong zhu,R,1993.0,98,6.0,
tt0327153,The Singing Forest,Not Rated,2003.0,95,1.8,1.0
tt2677894,Discopathe,Not Rated,2013.0,81,5.0,
tt4473378,Ali Mizah wa Ibrahim,,2016.0,98,6.6,
tt3978358,Tommy Battles the Silver Sea Dragon,Not Rated,2018.0,110,5.8,
tt3122436,The Secret Path,Unrated,2014.0,77,3.2,
tt4624258,What's the Matter with Gerald?,Not Rated,2016.0,99,5.5,
tt1475099,Antisex,,2008.0,74,4.0,
tt2193247,Fauves,,2017.0,94,6.1,
tt0091158,Gui meng jiao,,1988.0,95,6.8,
tt3515450,Love Meet Hope,,2016.0,90,5.1,
tt0371968,Superman,Not Rated,1980.0,135,5.2,
tt1076797,Djinn,Not Rated,2008.0,76,3.0,
tt0083537,Alicja,Unrated,1982.0,90,5.5,
tt0358722,Swing,PG-13,2003.0,98,5.4,36.0
tt5690630,Heavens to Betsy,Not Rated,2017.0,102,5.6,
tt2071582,Skumringslandet,,2014.0,90,5.3,
tt9207198,Last Gambit,,2018.0,45,5.5,
tt4845094,Retribution,Not Rated,2017.0,91,6.7,
tt0091510,Dream Lovers,,1986.0,95,6.3,
tt3156558,Caped Crusader: The Dark Hours,PG-13,2014.0,55,6.9,
tt0268042,Yamaleela,,1994.0,140,7.6,
tt5153260,Kryptonita,,2015.0,80,5.5,
tt1549779,Embargo,,2010.0,80,5.5,
tt1730140,Sumarlandið,,2010.0,85,6.1,
tt0110969,Yan yue chuen suet,,1994.0,96,6.1,
tt0463352,Me Two,,2008.0,84,5.7,
tt5592744,Satyavadi Raja Harishchandra,,1989.0,,4.7,
tt0083699,Ru lai shen zhang,,1982.0,93,6.6,
tt10126462,Post,,2019.0,45,8.4,
tt2235669,No One Lives Forever,,2012.0,63,5.5,
tt10732034,Xin feng shen jiang zi ya,,2019.0,,,
tt8493238,Eiga: Tôken ranbu,,2018.0,101,6.6,
tt0089685,Night Magic,,1985.0,95,6.4,
tt1212985,See Dick Run,Not Rated,2009.0,83,6.6,
tt2637562,Naagmani,Not Rated,1991.0,136,5.4,
tt0892422,Pente lepta akoma,,2006.0,90,6.3,
tt7743588,Goldbuster,,2017.0,89,4.3,
tt2527660,Foxfur,TV-14,2012.0,61,5.7,
tt0235618,The Nine Lives of Tomas Katz,,2000.0,87,7.0,
tt10457158,Isoppu no Omou Tsubo,,2019.0,87,5.6,
tt7098236,Gekijôban Kamen Raidâ Eguzeido: Turû endingu,,2017.0,61,7.4,
tt1661230,Jonas,PG,2013.0,111,6.0,
tt12118230,Malam Satu Suro,,1988.0,84,7.2,
tt1756615,Marianne,Not Rated,2011.0,103,4.6,
tt0190052,Surrender,R,2000.0,94,4.5,
tt6211748,Mickey Reece's Alien,,2017.0,70,6.6,
tt0084696,Slyozy kapali,,1983.0,84,7.9,
tt0254839,The Urge to Kill,,1989.0,82,4.3,
tt6304994,Dark Patch,,2018.0,100,5.7,
tt1838495,Damnatus,,2008.0,108,5.7,
tt0462401,Light Years Away,Not Rated,2008.0,91,5.7,
tt9839040,Murphy's Law: Ghanoone Morfi,,2019.0,98,3.5,
tt1629737,Panchakshari,,2010.0,129,3.9,
tt4857062,Git Basimdan,,2015.0,90,5.0,
tt2201126,Dead Moon Circus,,2012.0,132,6.4,
tt13092484,The Withstand,,2020.0,,,
tt10737974,Kali Muni Tharisanam,,2019.0,,9.1,
tt0115814,Camping Cosmos,,1996.0,88,5.6,
tt4801514,Qingtian jie yi hao,,2015.0,110,6.2,
tt1869542,London Calling,Not Rated,2009.0,90,4.1,
tt0104260,Fighting Spirit,,1992.0,92,4.3,
tt0260136,The Avenging Fist,,2001.0,92,4.3,
tt5702450,Lilith's Awakening,,2016.0,80,5.8,
tt0876159,Ett öga rött,,2007.0,91,4.6,
tt0380242,Calla,,1999.0,98,6.2,
tt0159251,On na ma dak lin na,Not Rated,1998.0,97,6.4,
tt7297448,Crucify,,2020.0,79,,
tt4840096,Lou Lap,,2015.0,93,6.2,
tt4817046,Baobhan Sith,,2017.0,82,5.2,
tt0884853,Crni Gruja i kamen mudrosti,,2007.0,98,6.7,
tt0165230,Diamond Ninja Force,PG-13,1988.0,92,3.6,
tt9764248,Petak 13. II,,2019.0,75,5.7,
tt13547234,Bai Fa Mo Nu Wai Chuan,,2020.0,85,,
tt1748134,Ninjas vs. Vampires,Not Rated,2010.0,89,2.8,
tt2339367,Ape,Not Rated,2012.0,86,6.0,
tt3630918,Made Me Do It,,2017.0,90,6.2,
tt0248926,Njan Gandharvan,,1991.0,146,7.5,
tt2971890,Once Upon a Time - Trillium Vein,,2012.0,50,,
tt0104560,Jiu er shen diao zhi: Chi xin qing chang jian,,1992.0,92,4.9,
tt0082762,Mo deng tian shi,,1982.0,88,5.4,
tt2186929,Lowlife,Not Rated,2012.0,99,7.1,
tt0108607,Xin xian he shen zhen,Not Rated,1993.0,96,6.3,
tt6352534,Eve N' God: This Female is Not Yet Rated (TM),,2019.0,115,4.6,
tt9317128,Desert Warrior,,2018.0,,,
tt0372796,Blood Games,,2003.0,,7.8,
tt2254324,Midnight Show,,2016.0,75,6.4,
tt0138451,Il quarto re,,1997.0,90,5.8,
tt0263426,"My Dreams, My Love and You",,1987.0,100,7.1,
tt10412690,Dosukoi! Sukehira,,2019.0,91,6.5,
tt0086934,Wanderers of the Desert,Not Rated,1984.0,95,7.0,
tt0820872,Drifter,R,2008.0,100,4.3,
tt0315575,El extraño hijo del Sheriff,,1982.0,93,6.5,
tt6058070,Silent Times,,2018.0,90,,
tt0332817,La virgen de la lujuria,,2002.0,151,5.5,
tt12560948,Crook,,2020.0,,,
tt9033440,Satria Heroes: Revenge of the Darkness,,2017.0,92,3.7,
tt5642490,Kronos,,2016.0,63,,
tt1385680,Warrior's End,,2009.0,105,7.4,
tt1883290,Pak! Pak! My Dr. Kwak!,,2011.0,115,6.6,
tt0823682,Emmanuelle Tango,,2006.0,,6.9,
tt12498060,Kriya,,2020.0,96,6.8,
tt2377398,Violet,,2013.0,90,7.1,
tt0091317,Hoi sam gwai: Chong gwai,,1986.0,89,6.2,
tt4020438,Portal,,2015.0,,4.3,
tt0104460,Huang jin dao shi,,1992.0,91,5.6,
tt8635166,Nyi Ageng Ratu Pemikat,,1983.0,83,7.0,
tt10863950,"Kamen Raidâ Jiô Next Time: Geitsu, majesutî",,2020.0,64,6.8,
tt3466248,How to Save Us,Not Rated,2014.0,78,5.1,
tt0090615,Alone in the T-Shirt Zone,PG,1986.0,81,5.0,
tt0151022,Ice from the Sun,Unrated,1999.0,120,4.1,21.0
tt0489399,Petrang kabayo at ang pilyang kuting,,1988.0,94,7.8,
tt0308478,Kuon puos keng kang,,2001.0,108,5.7,
tt0147653,The Vampire's Seduction,TV-MA,1998.0,55,3.3,
tt3160226,Tales of Albion,,2016.0,132,7.1,
tt0210223,Legend of the Phantom Rider,R,2002.0,100,4.9,
tt0476359,Mga pusang gala,,2005.0,80,5.2,
tt0287811,You ling ren jian,Unrated,2001.0,101,5.8,
tt0416254,Throg,Not Rated,2004.0,85,2.8,
tt4613688,Somebody's Darling,,2016.0,80,5.9,
tt2153364,A Noite do Chupacabras,,2011.0,104,6.0,
tt0081056,El liguero mágico,,1980.0,96,4.8,
